hex,flight,registration,aircraft,departure_time,departure_lat,departure_lon,departure_iata,departure_name,arrival_time,arrival_lat,arrival_lon,arrival_name,arrival_iata,airline,likely_departure_destination,likely_arrival_destination
a83f98,TYSON48 ,N630VA,A320,00:04.1,32.684467,-114.574791,YUM,Yuma International Airport,30:02.1,33.303497,-111.662125,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Yuma International Airport,Florence Service Processing Center
a83f98,TYSON48 ,N630VA,A320,00:04.1,32.684467,-114.574791,YUM,Yuma International Airport,30:02.1,33.303497,-111.662125,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Yuma International Airport,Florence Service Processing Center
acb2ba,TYSON49 ,N917XA,B738,00:02.7,32.41135,-99.683746,ABI,Abilene Regional Airport,00:02.4,33.303532,-111.661591,PhoenixMesa Gateway Airport,AZA,Eastern Air Express,Abilene Regional Airport,Florence Service Processing Center
acb2ba,TYSON49 ,N917XA,B738,00:02.7,32.41135,-99.683746,ABI,Abilene Regional Airport,00:02.4,33.303532,-111.661591,PhoenixMesa Gateway Airport,AZA,Eastern Air Express,Abilene Regional Airport,Florence Service Processing Center
a83f98,ON47    ,N630VA,A320,08:12.5,33.304005,-111.662163,AZA,PhoenixMesa Gateway Airport,54:54.2,33.304005,-111.662163,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
a83f98,ON47    ,N630VA,A320,08:12.5,33.304005,-111.662163,AZA,PhoenixMesa Gateway Airport,54:54.2,33.304005,-111.662163,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
ad563d,TYSON53 ,N959BP,B737,30:02.5,29.533733,-98.479347,SAT,San Antonio International Airport,00:02.6,33.30352,-111.66143,PhoenixMesa Gateway Airport,AZA,Eastern Air Express,South Texas ICE Processing Center,Florence Service Processing Center
ad563d,TYSON53 ,N959BP,B737,30:02.5,29.533733,-98.479347,SAT,San Antonio International Airport,00:02.6,33.30352,-111.66143,PhoenixMesa Gateway Airport,AZA,Eastern Air Express,South Texas ICE Processing Center,Florence Service Processing Center
ad563d,TYSON53 ,N959BP,B737,30:02.5,29.533733,-98.479347,SAT,San Antonio International Airport,00:02.6,33.30352,-111.66143,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,South Texas ICE Processing Center,Florence Service Processing Center
ad563d,TYSON53 ,N959BP,B737,30:02.5,29.533733,-98.479347,SAT,San Antonio International Airport,00:02.6,33.30352,-111.66143,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,South Texas ICE Processing Center,Florence Service Processing Center
ad563d,TYSON53 ,N959BP,B737,30:02.6,29.536987,-98.458221,SAT,San Antonio International Airport,00:04.2,33.303528,-111.661423,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,South Texas ICE Processing Center,Florence Service Processing Center
ad563d,TYSON53 ,N959BP,B737,30:02.6,29.536987,-98.458221,SAT,San Antonio International Airport,00:04.2,33.303528,-111.661423,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,South Texas ICE Processing Center,Florence Service Processing Center
acb2ba,TYSON47 ,N917XA,B738,00:02.9,31.804129,-106.395706,ELP,El Paso International Airport,00:03.1,33.303783,-111.661263,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,El Paso Service Processing Center,Florence Service Processing Center
acb2ba,TYSON47 ,N917XA,B738,00:02.9,31.804129,-106.395706,ELP,El Paso International Airport,00:03.1,33.303783,-111.661263,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,El Paso Service Processing Center,Florence Service Processing Center
acb2ba,TYSON47 ,N917XA,B738,00:02.9,31.804129,-106.395706,ELP,El Paso International Airport,00:03.1,33.303783,-111.661263,PhoenixMesa Gateway Airport,AZA,Eastern Air Express,El Paso Service Processing Center,Florence Service Processing Center
acb2ba,TYSON47 ,N917XA,B738,00:02.9,31.804129,-106.395706,ELP,El Paso International Airport,00:03.1,33.303783,-111.661263,PhoenixMesa Gateway Airport,AZA,Eastern Air Express,El Paso Service Processing Center,Florence Service Processing Center
a8b479,TYSON51 ,N660CP,B737,00:02.2,31.394409,-92.607056,AEX,Alexandria International Airport,30:02.3,33.153481,-111.510109,PhoenixMesa Gateway Airport,AZA,Eastern Air Express,Central Louisiana ICE Processing Center,Florence Service Processing Center
a8b479,TYSON51 ,N660CP,B737,00:02.2,31.394409,-92.607056,AEX,Alexandria International Airport,30:02.3,33.153481,-111.510109,PhoenixMesa Gateway Airport,AZA,Eastern Air Express,Central Louisiana ICE Processing Center,Florence Service Processing Center
a8b479,TYSON51 ,N660CP,B737,00:02.2,31.394409,-92.607056,AEX,Alexandria International Airport,30:02.3,33.153481,-111.510109,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,Central Louisiana ICE Processing Center,Florence Service Processing Center
a8b479,TYSON51 ,N660CP,B737,00:02.2,31.394409,-92.607056,AEX,Alexandria International Airport,30:02.3,33.153481,-111.510109,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,Central Louisiana ICE Processing Center,Florence Service Processing Center
a83f98,ON47    ,N630VA,A320,08:12.5,33.304005,-111.662163,AZA,Phoenix-Mesa Gateway Airport,54:54.2,33.304005,-111.662163,PhoenixMesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
a83f98,ON47    ,N630VA,A320,08:12.5,33.304005,-111.662163,AZA,Phoenix-Mesa Gateway Airport,54:54.2,33.304005,-111.662163,PhoenixMesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
acb2ba,,N917XA,B738,00:02.6,15.447681,-87.929695,SAP,Ramon Villeda Morales International Airport,00:02.9,33.3036,-111.661522,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,Ramon Villeda Morales International Airport,Florence Service Processing Center
acb2ba,,N917XA,B738,00:02.6,15.447681,-87.929695,SAP,Ramon Villeda Morales International Airport,00:02.9,33.3036,-111.661522,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,Ramon Villeda Morales International Airport,Florence Service Processing Center
a2bd72,GXA601  ,N276GX,A320,30:02.2,34.997787,-106.785278,ABQ,Albuquerque International Sunport,30:02.3,33.305019,-111.661705,PhoenixMesa Gateway Airport,AZA,Global X Airlines,Torrance County Detention Facility,Florence Service Processing Center
a2bd72,GXA601  ,N276GX,A320,30:02.2,34.997787,-106.785278,ABQ,Albuquerque International Sunport,30:02.3,33.305019,-111.661705,PhoenixMesa Gateway Airport,AZA,Global X Airlines,Torrance County Detention Facility,Florence Service Processing Center
a2bd72,GXA601  ,N276GX,A320,30:02.2,34.997787,-106.785278,ABQ,Albuquerque International Sunport,30:02.3,33.305019,-111.661705,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Torrance County Detention Facility,Florence Service Processing Center
a2bd72,GXA601  ,N276GX,A320,30:02.2,34.997787,-106.785278,ABQ,Albuquerque International Sunport,30:02.3,33.305019,-111.661705,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Torrance County Detention Facility,Florence Service Processing Center
a2bd72,GXA601  ,N276GX,A320,30:02.2,34.997787,-106.785278,ABQ,Albuquerque International Sunport,30:02.3,33.305019,-111.661705,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Torrance County Detention Facility,Florence Service Processing Center
a2bd72,GXA601  ,N276GX,A320,30:02.2,34.997787,-106.785278,ABQ,Albuquerque International Sunport,30:02.3,33.305019,-111.661705,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Torrance County Detention Facility,Florence Service Processing Center
a83f98,ON47    ,N630VA,A320,30:03.0,33.304005,-111.662163,AZA,Phoenix-Mesa Gateway Airport,30:02.4,33.304005,-111.662163,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
a83f98,ON47    ,N630VA,A320,30:03.0,33.304005,-111.662163,AZA,Phoenix-Mesa Gateway Airport,30:02.4,33.304005,-111.662163,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
a8d231,TYSON52 ,N668CP,B737,30:02.4,29.529282,-98.340416,RND,Randolph Air Force Base,30:02.6,33.251999,-111.553253,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,Randolph Air Force Base,Florence Service Processing Center
a8d231,TYSON52 ,N668CP,B737,30:02.4,29.529282,-98.340416,RND,Randolph Air Force Base,30:02.6,33.251999,-111.553253,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,Randolph Air Force Base,Florence Service Processing Center
a8d231,TYSON52 ,N668CP,B737,30:02.4,29.529282,-98.340416,RND,Randolph Air Force Base,30:02.6,33.251999,-111.553253,PhoenixMesa Gateway Airport,AZA,Eastern Air Express,Randolph Air Force Base,Florence Service Processing Center
a8d231,TYSON52 ,N668CP,B737,30:02.4,29.529282,-98.340416,RND,Randolph Air Force Base,30:02.6,33.251999,-111.553253,PhoenixMesa Gateway Airport,AZA,Eastern Air Express,Randolph Air Force Base,Florence Service Processing Center
acb2ba,TYSON47 ,N917XA,B738,00:04.2,31.405518,-92.616737,AEX,Alexandria International Airport,00:04.8,33.303539,-111.661591,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,Central Louisiana ICE Processing Center,Florence Service Processing Center
acb2ba,TYSON47 ,N917XA,B738,00:04.2,31.405518,-92.616737,AEX,Alexandria International Airport,00:04.8,33.303539,-111.661591,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,Central Louisiana ICE Processing Center,Florence Service Processing Center
ad563d,TYSON52 ,N959BP,B737,00:02.4,31.794621,-106.384415,ELP,El Paso International Airport,30:02.5,33.303543,-111.662071,PhoenixMesa Gateway Airport,AZA,Eastern Air Express,El Paso Service Processing Center,Florence Service Processing Center
ad563d,TYSON52 ,N959BP,B737,00:02.4,31.794621,-106.384415,ELP,El Paso International Airport,30:02.5,33.303543,-111.662071,PhoenixMesa Gateway Airport,AZA,Eastern Air Express,El Paso Service Processing Center,Florence Service Processing Center
a83f98,ON47    ,N630VA,A320,30:03.0,33.304005,-111.662163,AZA,PhoenixMesa Gateway Airport,30:02.4,33.304005,-111.662163,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
a83f98,ON47    ,N630VA,A320,30:03.0,33.304005,-111.662163,AZA,PhoenixMesa Gateway Airport,30:02.4,33.304005,-111.662163,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
a83f98,TYSON48 ,N630VA,A320,00:02.2,31.38176,-92.596382,AEX,Alexandria International Airport,00:04.0,33.304024,-111.66214,PhoenixMesa Gateway Airport,AZA,Global X Airlines,Central Louisiana ICE Processing Center,Florence Service Processing Center
a83f98,TYSON48 ,N630VA,A320,00:02.2,31.38176,-92.596382,AEX,Alexandria International Airport,00:04.0,33.304024,-111.66214,PhoenixMesa Gateway Airport,AZA,Global X Airlines,Central Louisiana ICE Processing Center,Florence Service Processing Center
a6b0f5,,N530FL,A321,00:04.2,33.303505,-111.662163,AZA,PhoenixMesa Gateway Airport,47:47.3,33.303612,-111.649567,PhoenixMesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
a6b0f5,,N530FL,A321,00:04.2,33.303505,-111.662163,AZA,PhoenixMesa Gateway Airport,47:47.3,33.303612,-111.649567,PhoenixMesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
a6b0f5,,N530FL,A321,00:04.2,33.303505,-111.662163,AZA,PhoenixMesa Gateway Airport,47:47.3,33.303612,-111.649567,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
a6b0f5,,N530FL,A321,00:04.2,33.303505,-111.662163,AZA,PhoenixMesa Gateway Airport,47:47.3,33.303612,-111.649567,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
a6b0f5,,N530FL,A321,00:04.2,33.303505,-111.662163,AZA,Phoenix-Mesa Gateway Airport,47:47.3,33.303612,-111.649567,PhoenixMesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
a6b0f5,,N530FL,A321,00:04.2,33.303505,-111.662163,AZA,Phoenix-Mesa Gateway Airport,47:47.3,33.303612,-111.649567,PhoenixMesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
a6b0f5,,N530FL,A321,00:04.2,33.303505,-111.662163,AZA,Phoenix-Mesa Gateway Airport,47:47.3,33.303612,-111.649567,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
a6b0f5,,N530FL,A321,00:04.2,33.303505,-111.662163,AZA,Phoenix-Mesa Gateway Airport,47:47.3,33.303612,-111.649567,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
acb2ba,TYSON47 ,N917XA,B738,00:04.2,31.405518,-92.616737,AEX,Alexandria International Airport,00:04.8,33.303539,-111.661591,PhoenixMesa Gateway Airport,AZA,Eastern Air Express,Central Louisiana ICE Processing Center,Florence Service Processing Center
acb2ba,TYSON47 ,N917XA,B738,00:04.2,31.405518,-92.616737,AEX,Alexandria International Airport,00:04.8,33.303539,-111.661591,PhoenixMesa Gateway Airport,AZA,Eastern Air Express,Central Louisiana ICE Processing Center,Florence Service Processing Center
acb2ba,TYSON49 ,N917XA,B738,00:02.7,32.41135,-99.683746,ABI,Abilene Regional Airport,00:02.4,33.303532,-111.661591,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,Abilene Regional Airport,Florence Service Processing Center
acb2ba,TYSON49 ,N917XA,B738,00:02.7,32.41135,-99.683746,ABI,Abilene Regional Airport,00:02.4,33.303532,-111.661591,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,Abilene Regional Airport,Florence Service Processing Center
acb2ba,TYSON49 ,N917XA,B738,00:02.7,32.41135,-99.683746,ABI,Abilene Regional Airport,00:02.4,33.303532,-111.661591,PhoenixMesa Gateway Airport,AZA,Eastern Air Express,Abilene Regional Airport,Florence Service Processing Center
acb2ba,TYSON49 ,N917XA,B738,00:02.7,32.41135,-99.683746,ABI,Abilene Regional Airport,00:02.4,33.303532,-111.661591,PhoenixMesa Gateway Airport,AZA,Eastern Air Express,Abilene Regional Airport,Florence Service Processing Center
acb2ba,,N917XA,B738,00:02.6,15.447681,-87.929695,SAP,Ramon Villeda Morales International Airport,00:02.9,33.3036,-111.661522,PhoenixMesa Gateway Airport,AZA,Eastern Air Express,Ramon Villeda Morales International Airport,Florence Service Processing Center
acb2ba,,N917XA,B738,00:02.6,15.447681,-87.929695,SAP,Ramon Villeda Morales International Airport,00:02.9,33.3036,-111.661522,PhoenixMesa Gateway Airport,AZA,Eastern Air Express,Ramon Villeda Morales International Airport,Florence Service Processing Center
a8b479,TYSON51 ,N660CP,B737,00:02.2,31.394409,-92.607056,AEX,Alexandria International Airport,30:02.3,33.153481,-111.510109,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,Central Louisiana ICE Processing Center,Florence Service Processing Center
a8b479,TYSON51 ,N660CP,B737,00:02.2,31.394409,-92.607056,AEX,Alexandria International Airport,30:02.3,33.153481,-111.510109,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,Central Louisiana ICE Processing Center,Florence Service Processing Center
acb2ba,TYSON47 ,N917XA,B738,00:02.2,15.445055,-87.930351,SAP,Ramon Villeda Morales International Airport,30:02.8,33.284386,-111.627319,PhoenixMesa Gateway Airport,AZA,Eastern Air Express,Ramon Villeda Morales International Airport,Florence Service Processing Center
acb2ba,TYSON47 ,N917XA,B738,00:02.2,15.445055,-87.930351,SAP,Ramon Villeda Morales International Airport,30:02.8,33.284386,-111.627319,PhoenixMesa Gateway Airport,AZA,Eastern Air Express,Ramon Villeda Morales International Airport,Florence Service Processing Center
a83f98,TYSON48 ,N630VA,A320,00:02.9,29.537579,-98.480774,SAT,San Antonio International Airport,30:02.0,33.303425,-111.659851,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,South Texas ICE Processing Center,Florence Service Processing Center
a83f98,TYSON48 ,N630VA,A320,00:02.9,29.537579,-98.480774,SAT,San Antonio International Airport,30:02.0,33.303425,-111.659851,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,South Texas ICE Processing Center,Florence Service Processing Center
acb2ba,TYSON47 ,N917XA,B738,00:02.9,31.804129,-106.395706,ELP,El Paso International Airport,00:03.1,33.303783,-111.661263,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,El Paso Service Processing Center,Florence Service Processing Center
acb2ba,TYSON47 ,N917XA,B738,00:02.9,31.804129,-106.395706,ELP,El Paso International Airport,00:03.1,33.303783,-111.661263,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,El Paso Service Processing Center,Florence Service Processing Center
acb2ba,TYSON47 ,N917XA,B738,00:02.9,31.804129,-106.395706,ELP,El Paso International Airport,00:03.1,33.303783,-111.661263,PhoenixMesa Gateway Airport,AZA,Eastern Air Express,El Paso Service Processing Center,Florence Service Processing Center
acb2ba,TYSON47 ,N917XA,B738,00:02.9,31.804129,-106.395706,ELP,El Paso International Airport,00:03.1,33.303783,-111.661263,PhoenixMesa Gateway Airport,AZA,Eastern Air Express,El Paso Service Processing Center,Florence Service Processing Center
a83f98,TYSON48 ,N630VA,A320,00:02.2,31.38176,-92.596382,AEX,Alexandria International Airport,00:04.0,33.304024,-111.66214,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Central Louisiana ICE Processing Center,Florence Service Processing Center
a83f98,TYSON48 ,N630VA,A320,00:02.2,31.38176,-92.596382,AEX,Alexandria International Airport,00:04.0,33.304024,-111.66214,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Central Louisiana ICE Processing Center,Florence Service Processing Center
a2bd72,GXA601  ,N276GX,A320,30:02.2,34.997787,-106.785278,ABQ,Albuquerque International Sunport,30:02.3,33.305019,-111.661705,PhoenixMesa Gateway Airport,AZA,Global X Airlines,Torrance County Detention Facility,Florence Service Processing Center
a2bd72,GXA601  ,N276GX,A320,30:02.2,34.997787,-106.785278,ABQ,Albuquerque International Sunport,30:02.3,33.305019,-111.661705,PhoenixMesa Gateway Airport,AZA,Global X Airlines,Torrance County Detention Facility,Florence Service Processing Center
a2bd72,GXA601  ,N276GX,A320,30:02.2,34.997787,-106.785278,ABQ,Albuquerque International Sunport,30:02.3,33.305019,-111.661705,PhoenixMesa Gateway Airport,AZA,Global X Airlines,Torrance County Detention Facility,Florence Service Processing Center
a2bd72,GXA601  ,N276GX,A320,30:02.2,34.997787,-106.785278,ABQ,Albuquerque International Sunport,30:02.3,33.305019,-111.661705,PhoenixMesa Gateway Airport,AZA,Global X Airlines,Torrance County Detention Facility,Florence Service Processing Center
a2bd72,GXA601  ,N276GX,A320,30:02.2,34.997787,-106.785278,ABQ,Albuquerque International Sunport,30:02.3,33.305019,-111.661705,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Torrance County Detention Facility,Florence Service Processing Center
a2bd72,GXA601  ,N276GX,A320,30:02.2,34.997787,-106.785278,ABQ,Albuquerque International Sunport,30:02.3,33.305019,-111.661705,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Torrance County Detention Facility,Florence Service Processing Center
a2bd72,GXA601  ,N276GX,A320,30:02.2,34.997787,-106.785278,ABQ,Albuquerque International Sunport,30:02.3,33.305019,-111.661705,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Torrance County Detention Facility,Florence Service Processing Center
a2bd72,GXA601  ,N276GX,A320,30:02.2,34.997787,-106.785278,ABQ,Albuquerque International Sunport,30:02.3,33.305019,-111.661705,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Torrance County Detention Facility,Florence Service Processing Center
a83f98,TYSON48 ,N630VA,A320,00:02.2,31.38176,-92.596382,AEX,Alexandria International Airport,00:04.0,33.304024,-111.66214,PhoenixMesa Gateway Airport,AZA,Global X Airlines,Central Louisiana ICE Processing Center,Florence Service Processing Center
a83f98,TYSON48 ,N630VA,A320,00:02.2,31.38176,-92.596382,AEX,Alexandria International Airport,00:04.0,33.304024,-111.66214,PhoenixMesa Gateway Airport,AZA,Global X Airlines,Central Louisiana ICE Processing Center,Florence Service Processing Center
ad563d,,N959BP,B737,30:02.4,31.801449,-106.394844,ELP,El Paso International Airport,30:02.2,33.303749,-111.661163,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,El Paso Service Processing Center,Florence Service Processing Center
ad563d,,N959BP,B737,30:02.4,31.801449,-106.394844,ELP,El Paso International Airport,30:02.2,33.303749,-111.661163,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,El Paso Service Processing Center,Florence Service Processing Center
a83f98,ON47    ,N630VA,A320,30:03.0,33.304005,-111.662163,AZA,Phoenix-Mesa Gateway Airport,30:02.4,33.304005,-111.662163,PhoenixMesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
a83f98,ON47    ,N630VA,A320,30:03.0,33.304005,-111.662163,AZA,Phoenix-Mesa Gateway Airport,30:02.4,33.304005,-111.662163,PhoenixMesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
a83f98,ON47    ,N630VA,A320,08:12.5,33.304005,-111.662163,AZA,Phoenix-Mesa Gateway Airport,54:54.2,33.304005,-111.662163,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
a83f98,ON47    ,N630VA,A320,08:12.5,33.304005,-111.662163,AZA,Phoenix-Mesa Gateway Airport,54:54.2,33.304005,-111.662163,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
a83f98,ON47    ,N630VA,A320,08:12.5,33.304005,-111.662163,AZA,Phoenix-Mesa Gateway Airport,54:54.2,33.304005,-111.662163,PhoenixMesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
a83f98,ON47    ,N630VA,A320,08:12.5,33.304005,-111.662163,AZA,Phoenix-Mesa Gateway Airport,54:54.2,33.304005,-111.662163,PhoenixMesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
a8b479,TYSON51 ,N660CP,B737,00:02.2,31.394409,-92.607056,AEX,Alexandria International Airport,30:02.3,33.153481,-111.510109,PhoenixMesa Gateway Airport,AZA,Eastern Air Express,Central Louisiana ICE Processing Center,Florence Service Processing Center
a8b479,TYSON51 ,N660CP,B737,00:02.2,31.394409,-92.607056,AEX,Alexandria International Airport,30:02.3,33.153481,-111.510109,PhoenixMesa Gateway Airport,AZA,Eastern Air Express,Central Louisiana ICE Processing Center,Florence Service Processing Center
a83f98,ON47    ,N630VA,A320,08:12.5,33.304005,-111.662163,AZA,PhoenixMesa Gateway Airport,54:54.2,33.304005,-111.662163,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
a83f98,ON47    ,N630VA,A320,08:12.5,33.304005,-111.662163,AZA,PhoenixMesa Gateway Airport,54:54.2,33.304005,-111.662163,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
a83f98,ON47    ,N630VA,A320,08:12.5,33.304005,-111.662163,AZA,PhoenixMesa Gateway Airport,54:54.2,33.304005,-111.662163,PhoenixMesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
a83f98,ON47    ,N630VA,A320,08:12.5,33.304005,-111.662163,AZA,PhoenixMesa Gateway Airport,54:54.2,33.304005,-111.662163,PhoenixMesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
a2bd72,GXA601  ,N276GX,A320,30:02.2,34.997787,-106.785278,ABQ,Albuquerque International Sunport,30:02.3,33.305019,-111.661705,PhoenixMesa Gateway Airport,AZA,Global X Airlines,Torrance County Detention Facility,Florence Service Processing Center
a2bd72,GXA601  ,N276GX,A320,30:02.2,34.997787,-106.785278,ABQ,Albuquerque International Sunport,30:02.3,33.305019,-111.661705,PhoenixMesa Gateway Airport,AZA,Global X Airlines,Torrance County Detention Facility,Florence Service Processing Center
a83f98,ON47    ,N630VA,A320,08:12.5,33.304005,-111.662163,AZA,Phoenix-Mesa Gateway Airport,54:54.2,33.304005,-111.662163,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
a83f98,ON47    ,N630VA,A320,08:12.5,33.304005,-111.662163,AZA,Phoenix-Mesa Gateway Airport,54:54.2,33.304005,-111.662163,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
ad563d,,N959BP,B737,30:02.4,31.801449,-106.394844,ELP,El Paso International Airport,30:02.2,33.303749,-111.661163,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,El Paso Service Processing Center,Florence Service Processing Center
ad563d,,N959BP,B737,30:02.4,31.801449,-106.394844,ELP,El Paso International Airport,30:02.2,33.303749,-111.661163,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,El Paso Service Processing Center,Florence Service Processing Center
a6b0f5,TYSON48 ,N530FL,A321,00:03.4,26.265335,-97.658195,HRL,Valley International Airport,08:12.5,33.303505,-111.662163,PhoenixMesa Gateway Airport,AZA,Global X Airlines,El Valle Detention Facility,Florence Service Processing Center
a6b0f5,TYSON48 ,N530FL,A321,00:03.4,26.265335,-97.658195,HRL,Valley International Airport,08:12.5,33.303505,-111.662163,PhoenixMesa Gateway Airport,AZA,Global X Airlines,El Valle Detention Facility,Florence Service Processing Center
a6b0f5,TYSON48 ,N530FL,A321,00:03.4,26.265335,-97.658195,HRL,Valley International Airport,08:12.5,33.303505,-111.662163,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,El Valle Detention Facility,Florence Service Processing Center
a6b0f5,TYSON48 ,N530FL,A321,00:03.4,26.265335,-97.658195,HRL,Valley International Airport,08:12.5,33.303505,-111.662163,Phoenix-Mesa Gateway Airport,AZA,Global X Airlines,El Valle Detention Facility,Florence Service Processing Center
a83f98,ON47    ,N630VA,A320,30:03.0,33.304005,-111.662163,AZA,PhoenixMesa Gateway Airport,30:02.4,33.304005,-111.662163,PhoenixMesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
a83f98,ON47    ,N630VA,A320,30:03.0,33.304005,-111.662163,AZA,PhoenixMesa Gateway Airport,30:02.4,33.304005,-111.662163,PhoenixMesa Gateway Airport,AZA,Global X Airlines,Florence Service Processing Center,Florence Service Processing Center
acb2ba,TYSON47 ,N917XA,B738,00:02.2,15.445055,-87.930351,SAP,Ramon Villeda Morales International Airport,30:02.8,33.284386,-111.627319,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,Ramon Villeda Morales International Airport,Florence Service Processing Center
acb2ba,TYSON47 ,N917XA,B738,00:02.2,15.445055,-87.930351,SAP,Ramon Villeda Morales International Airport,30:02.8,33.284386,-111.627319,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,Ramon Villeda Morales International Airport,Florence Service Processing Center
ad563d,TYSON52 ,N959BP,B737,00:02.4,31.794621,-106.384415,ELP,El Paso International Airport,30:02.5,33.303543,-111.662071,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,El Paso Service Processing Center,Florence Service Processing Center
ad563d,TYSON52 ,N959BP,B737,00:02.4,31.794621,-106.384415,ELP,El Paso International Airport,30:02.5,33.303543,-111.662071,Phoenix-Mesa Gateway Airport,AZA,Eastern Air Express,El Paso Service Processing Center,Florence Service Processing Center
